,location,size,total_sqft,bath,price
5446,Rachenahalli,3,1550.0,3.0,72.5
5447,Rachenahalli,2,1050.0,2.0,52.07
5448,Rachenahalli,3,1530.0,2.0,74.4
5449,Rachenahalli,2,1050.0,2.0,52.08
5450,Rachenahalli,2,985.0,2.0,49.97
5451,Rachenahalli,2,1050.0,2.0,52.5
5452,Rachenahalli,2,985.0,2.0,50.17
5453,Rachenahalli,3,1550.0,2.0,73.5
5454,Rachenahalli,2,985.0,2.0,50.17
5455,Rachenahalli,2,1050.0,2.0,52.71
5456,Raja Rajeshwari Nagar,3,1540.0,3.0,60.0
5457,Raja Rajeshwari Nagar,3,1693.0,3.0,57.39
5458,Raja Rajeshwari Nagar,2,1295.0,2.0,43.9
5459,Raja Rajeshwari Nagar,2,1145.0,2.0,45.79
5460,Raja Rajeshwari Nagar,2,1419.0,2.0,48.1
5461,Raja Rajeshwari Nagar,2,1295.0,2.0,55.47
5462,Raja Rajeshwari Nagar,2,1133.0,2.0,49.07
5463,Raja Rajeshwari Nagar,2,1090.0,2.0,42.0
5464,Raja Rajeshwari Nagar,2,1140.0,2.0,49.39
5465,Raja Rajeshwari Nagar,2,1303.0,2.0,55.79
5466,Raja Rajeshwari Nagar,1,600.0,1.0,22.0
5467,Raja Rajeshwari Nagar,3,1278.0,2.0,53.76
5468,Raja Rajeshwari Nagar,1,500.0,1.0,25.0
5469,Raja Rajeshwari Nagar,2,1143.0,2.0,38.65
5470,Raja Rajeshwari Nagar,3,1610.0,3.0,74.0
5471,Raja Rajeshwari Nagar,3,1693.0,3.0,57.39
5472,Raja Rajeshwari Nagar,2,1258.0,2.0,63.53
5473,Raja Rajeshwari Nagar,2,1128.0,2.0,38.24
5474,Raja Rajeshwari Nagar,2,1157.0,2.0,53.8
5475,Raja Rajeshwari Nagar,2,1185.0,2.0,47.39
5476,Raja Rajeshwari Nagar,3,1530.0,3.0,57.0
5477,Raja Rajeshwari Nagar,3,1530.0,3.0,61.2
5478,Raja Rajeshwari Nagar,2,1030.0,2.0,50.0
5479,Raja Rajeshwari Nagar,2,1196.0,2.0,51.51
5480,Raja Rajeshwari Nagar,2,1306.0,2.0,55.91
5481,Raja Rajeshwari Nagar,3,1608.0,3.0,67.98
5482,Raja Rajeshwari Nagar,3,1530.0,3.0,51.87
5483,Raja Rajeshwari Nagar,3,1575.0,2.0,78.0
5484,Raja Rajeshwari Nagar,2,1151.0,2.0,39.02
5485,Raja Rajeshwari Nagar,3,1570.0,2.0,65.0
5486,Raja Rajeshwari Nagar,3,1580.0,3.0,53.56
5487,Raja Rajeshwari Nagar,2,1196.0,2.0,51.15
5488,Raja Rajeshwari Nagar,2,1419.0,2.0,48.0
5489,Raja Rajeshwari Nagar,3,1560.0,2.0,62.4
5490,Raja Rajeshwari Nagar,1,648.0,1.0,31.75
5491,Raja Rajeshwari Nagar,2,1100.0,2.0,55.0
5492,Raja Rajeshwari Nagar,2,1140.0,2.0,38.55
5493,Raja Rajeshwari Nagar,2,1090.0,2.0,43.59
5494,Raja Rajeshwari Nagar,3,1530.0,3.0,51.77
5495,Raja Rajeshwari Nagar,2,1023.0,2.0,42.0
5496,Raja Rajeshwari Nagar,2,1070.0,2.0,50.0
5497,Raja Rajeshwari Nagar,3,1510.0,2.0,59.0
5498,Raja Rajeshwari Nagar,8,4800.0,8.0,225.0
5499,Raja Rajeshwari Nagar,2,1128.0,2.0,48.79
5500,Raja Rajeshwari Nagar,2,1267.0,2.0,42.85
5501,Raja Rajeshwari Nagar,1,550.0,1.0,21.0
5502,Raja Rajeshwari Nagar,2,1120.0,2.0,37.95
5503,Raja Rajeshwari Nagar,2,1210.0,2.0,45.0
5504,Raja Rajeshwari Nagar,2,1240.0,2.0,53.27
5505,Raja Rajeshwari Nagar,2,1165.0,2.0,45.0
5506,Raja Rajeshwari Nagar,2,1120.0,2.0,37.97
5507,Raja Rajeshwari Nagar,2,1140.0,2.0,38.65
5508,Raja Rajeshwari Nagar,2,1095.0,2.0,38.33
5509,Raja Rajeshwari Nagar,3,1420.0,2.0,60.0
5510,Raja Rajeshwari Nagar,2,1303.0,2.0,44.17
5511,Raja Rajeshwari Nagar,3,1580.0,3.0,53.56
5512,Raja Rajeshwari Nagar,2,1185.0,2.0,40.17
5513,Raja Rajeshwari Nagar,2,1140.0,2.0,49.27
5514,Raja Rajeshwari Nagar,3,1430.0,2.0,50.0
5515,Raja Rajeshwari Nagar,2,1095.0,2.0,38.33
5516,Raja Rajeshwari Nagar,3,1280.0,3.0,57.6
5517,Raja Rajeshwari Nagar,2,1303.0,2.0,55.79
5518,Raja Rajeshwari Nagar,2,1133.0,2.0,38.41
5519,Raja Rajeshwari Nagar,2,1151.0,2.0,49.0
5520,Raja Rajeshwari Nagar,2,1267.0,2.0,54.35
5521,Raja Rajeshwari Nagar,3,1550.0,3.0,52.45
5522,Raja Rajeshwari Nagar,2,1100.0,2.0,50.0
5523,Raja Rajeshwari Nagar,2,1185.0,2.0,40.17
5524,Raja Rajeshwari Nagar,3,1751.0,3.0,72.0
5525,Raja Rajeshwari Nagar,2,1306.0,2.0,44.17
5526,Raja Rajeshwari Nagar,2,1196.0,2.0,40.44
5527,Raja Rajeshwari Nagar,2,1128.0,2.0,40.0
5528,Raja Rajeshwari Nagar,2,1151.0,2.0,39.0
5529,Raja Rajeshwari Nagar,3,1375.0,2.0,54.99
5530,Raja Rajeshwari Nagar,2,1060.0,2.0,48.0
5531,Raja Rajeshwari Nagar,6,3900.0,6.0,195.0
5532,Raja Rajeshwari Nagar,2,1128.0,2.0,48.79
5533,Raja Rajeshwari Nagar,3,1400.0,2.0,48.0
5534,Raja Rajeshwari Nagar,2,1170.0,2.0,50.0
5535,Raja Rajeshwari Nagar,2,1185.0,2.0,51.15
5536,Raja Rajeshwari Nagar,2,1255.0,2.0,53.87
5537,Raja Rajeshwari Nagar,2,1419.0,2.0,60.42
5538,Raja Rajeshwari Nagar,3,1693.0,3.0,71.38
5539,Raja Rajeshwari Nagar,2,1196.0,2.0,40.54
5540,Raja Rajeshwari Nagar,2,1196.0,2.0,40.54
5541,Raja Rajeshwari Nagar,3,1630.0,3.0,60.65
5542,Raja Rajeshwari Nagar,3,1531.0,3.0,51.77
5543,Raja Rajeshwari Nagar,2,1133.0,2.0,38.37
5544,Raja Rajeshwari Nagar,2,1140.0,2.0,48.7
5545,Raja Rajeshwari Nagar,2,1140.0,2.0,38.65
5546,Raja Rajeshwari Nagar,2,1140.0,2.0,38.55
5547,Raja Rajeshwari Nagar,2,1295.0,2.0,55.47
5548,Raja Rajeshwari Nagar,2,1133.0,2.0,40.0
5549,Raja Rajeshwari Nagar,3,1510.0,2.0,55.0
5550,Raja Rajeshwari Nagar,2,1110.0,2.0,52.0
5551,Raja Rajeshwari Nagar,3,1608.0,3.0,54.51
5552,Raja Rajeshwari Nagar,3,1500.0,3.0,51.04
5553,Raja Rajeshwari Nagar,2,1185.0,2.0,51.15
5554,Raja Rajeshwari Nagar,2,1295.0,2.0,43.9
5555,Raja Rajeshwari Nagar,3,1279.0,2.0,53.76
5556,Raja Rajeshwari Nagar,2,1196.0,2.0,40.54
5557,Raja Rajeshwari Nagar,2,1240.0,2.0,42.04
5558,Raja Rajeshwari Nagar,3,1530.0,3.0,64.0
5559,Raja Rajeshwari Nagar,3,1587.0,3.0,73.8
5560,Raja Rajeshwari Nagar,3,1529.0,3.0,51.77
5561,Raja Rajeshwari Nagar,2,1295.0,2.0,55.47
5562,Raja Rajeshwari Nagar,3,1450.0,2.0,67.0
5563,Raja Rajeshwari Nagar,2,945.0,2.0,45.0
5564,Raja Rajeshwari Nagar,2,1303.0,2.0,55.78
5565,Raja Rajeshwari Nagar,2,1419.0,2.0,48.1
5566,Raja Rajeshwari Nagar,3,1700.0,2.0,86.0
5567,Raja Rajeshwari Nagar,2,1270.0,2.0,62.0
5568,Raja Rajeshwari Nagar,3,1260.0,2.0,62.0
5569,Raja Rajeshwari Nagar,2,1196.0,2.0,40.54
5570,Raja Rajeshwari Nagar,3,1580.0,2.0,66.85
5571,Raja Rajeshwari Nagar,2,1050.0,2.0,37.0
5572,Raja Rajeshwari Nagar,2,1196.0,2.0,40.54
5573,Raja Rajeshwari Nagar,2,1000.0,2.0,50.0
5574,Raja Rajeshwari Nagar,3,1485.0,2.0,63.0
5575,Raja Rajeshwari Nagar,3,1335.0,2.0,56.0
5576,Raja Rajeshwari Nagar,3,1571.0,3.0,53.12
5577,Raja Rajeshwari Nagar,2,1255.0,2.0,42.54
5578,Raja Rajeshwari Nagar,3,1530.0,3.0,64.86
5579,Raja Rajeshwari Nagar,2,1140.0,2.0,44.0
5580,Raja Rajeshwari Nagar,8,6000.0,8.0,215.0
5581,Raja Rajeshwari Nagar,2,1140.0,2.0,39.0
5582,Raja Rajeshwari Nagar,1,510.0,1.0,22.0
5583,Raja Rajeshwari Nagar,2,1187.0,2.0,40.14
5584,Rajaji Nagar,3,1640.0,3.0,229.0
5585,Rajaji Nagar,4,3516.0,4.0,540.0
5586,Rajaji Nagar,3,1640.0,3.0,223.0
5587,Rajaji Nagar,4,3526.0,4.0,492.0
5588,Rajaji Nagar,4,3526.0,4.0,558.0
5589,Rajaji Nagar,4,3539.5,2.0,424.5
5590,Rajaji Nagar,3,1800.0,3.0,260.0
5591,Rajaji Nagar,3,1640.0,3.0,241.0
5592,Rajaji Nagar,2,1370.0,2.0,170.0
5593,Rajaji Nagar,3,2409.0,3.0,360.0
5594,Rajaji Nagar,4,3436.0,6.0,475.0
5595,Rajaji Nagar,3,2386.0,3.0,334.0
5596,Rajaji Nagar,4,3436.0,6.0,500.0
5597,Rajaji Nagar,2,1200.0,2.0,150.0
5598,Rajaji Nagar,2,1160.0,1.0,163.0
5599,Rajaji Nagar,2,1440.0,2.0,170.0
5600,Rajaji Nagar,3,2448.0,3.0,400.0
5601,Rajaji Nagar,2,1440.0,2.0,185.0
5602,Rajaji Nagar,3,1640.0,3.0,230.0
5603,Rajaji Nagar,3,1800.0,2.0,250.0
5604,Rajaji Nagar,3,2300.0,3.0,369.0
5605,Rajaji Nagar,3,1640.0,3.0,220.0
5606,Rajaji Nagar,3,2500.0,3.0,350.0
5607,Rajaji Nagar,3,2559.0,3.0,403.0
5608,Rajaji Nagar,2,1763.0,3.0,262.0
5609,Rajaji Nagar,3,1640.0,3.0,220.0
5610,Rajaji Nagar,5,2400.0,3.0,320.0
5611,Rajaji Nagar,3,1800.0,3.0,240.0
5612,Rajaji Nagar,3,2450.0,3.0,330.0
5613,Rajaji Nagar,3,1640.0,3.0,262.0
5614,Rajaji Nagar,3,2367.0,3.0,375.0
5615,Rajaji Nagar,3,1640.0,3.0,251.0
5616,Rajaji Nagar,3,1640.0,3.0,268.0
5617,Rajaji Nagar,3,2367.0,4.0,340.0
5618,Rajaji Nagar,3,1720.0,3.0,224.0
5619,Rajaji Nagar,5,3600.0,5.0,510.0
5620,Rajaji Nagar,3,1700.0,3.0,200.0
5621,Rajaji Nagar,3,2500.0,3.0,340.0
5622,Rajaji Nagar,3,2390.0,3.0,372.0
5623,Rajaji Nagar,2,1718.0,3.0,275.0
5624,Rajaji Nagar,2,1763.0,3.0,240.0
5625,Rajaji Nagar,3,2367.0,3.0,320.0
5626,Rajaji Nagar,3,1640.0,3.0,245.0
5627,Rajiv Nagar,4,2340.0,4.0,148.0
5628,Rajiv Nagar,2,1330.0,2.0,93.0
5629,Rajiv Nagar,2,1309.0,2.0,80.0
5630,Rajiv Nagar,4,2340.0,4.0,145.0
5631,Rajiv Nagar,4,2340.0,5.0,160.0
5632,Ramagondanahalli,2,1151.0,2.0,48.77
5633,Ramagondanahalli,2,1251.0,2.0,47.0
5634,Ramagondanahalli,2,1235.0,2.0,52.04
5635,Ramagondanahalli,1,540.0,1.0,30.0
5636,Ramagondanahalli,3,1635.0,3.0,62.0
5637,Ramagondanahalli,2,1235.0,2.0,46.8
5638,Ramagondanahalli,2,1215.0,2.0,51.26
5639,Ramagondanahalli,2,1251.0,2.0,47.4
5640,Ramagondanahalli,4,2800.0,4.0,155.0
5641,Ramagondanahalli,2,1253.0,2.0,52.66
5642,Ramagondanahalli,2,1151.0,2.0,50.5
5643,Ramagondanahalli,2,1235.0,2.0,49.3
5644,Ramagondanahalli,3,1451.0,3.0,60.44
5645,Ramagondanahalli,2,1215.0,2.0,46.1
5646,Ramagondanahalli,3,1475.0,2.0,63.0
5647,Ramagondanahalli,2,1251.0,2.0,50.0
5648,Ramagondanahalli,2,1151.0,2.0,43.6
5649,Ramagondanahalli,2,1251.0,2.0,53.0
5650,Ramagondanahalli,2,845.0,2.0,45.82
5651,Ramagondanahalli,3,1738.0,2.0,76.0
5652,Ramagondanahalli,3,2040.0,3.0,114.0
5653,Ramagondanahalli,3,3350.0,3.0,150.0
5654,Ramagondanahalli,2,1151.0,2.0,46.0
5655,Ramagondanahalli,3,1200.0,3.0,56.1
5656,Ramagondanahalli,2,1125.0,2.0,75.0
5657,Ramagondanahalli,3,1500.0,3.0,100.0
5658,Ramagondanahalli,3,1680.0,2.0,68.0
5659,Ramamurthy Nagar,4,3700.0,4.0,225.0
5660,Ramamurthy Nagar,5,3500.0,5.0,150.0
5661,Ramamurthy Nagar,2,1040.0,2.0,50.0
5662,Ramamurthy Nagar,3,1600.0,3.0,75.0
5663,Ramamurthy Nagar,2,1200.0,3.0,72.0
5664,Ramamurthy Nagar,2,950.0,2.0,50.79
5665,Ramamurthy Nagar,3,1200.0,2.0,66.0
5666,Ramamurthy Nagar,3,1515.0,3.0,65.0
5667,Ramamurthy Nagar,2,1100.0,2.0,68.0
5668,Ramamurthy Nagar,2,1185.0,2.0,45.5
5669,Ramamurthy Nagar,2,1170.0,2.0,46.8
5670,Ramamurthy Nagar,2,1150.0,2.0,51.0
5671,Ramamurthy Nagar,2,1200.0,2.0,48.0
5672,Ramamurthy Nagar,3,3600.0,3.0,150.0
5673,Ramamurthy Nagar,2,1110.0,2.0,65.0
5674,Ramamurthy Nagar,3,1410.0,2.0,56.4
5675,Ramamurthy Nagar,3,1000.0,2.0,41.0
5676,Ramamurthy Nagar,2,1006.0,2.0,57.0
5677,Ramamurthy Nagar,3,1300.0,2.0,52.0
5678,Ramamurthy Nagar,3,1600.0,3.0,75.0
5679,Ramamurthy Nagar,2,700.0,2.0,33.0
5680,Ramamurthy Nagar,2,1125.0,2.0,47.0
5681,Ramamurthy Nagar,2,1000.0,2.0,62.0
5682,Ramamurthy Nagar,2,1334.0,2.0,67.0
5683,Ramamurthy Nagar,2,1200.0,2.0,46.0
5684,Ramamurthy Nagar,2,1200.0,2.0,57.9
5685,Ramamurthy Nagar,3,1305.0,3.0,60.0
5686,Ramamurthy Nagar,4,2200.0,4.0,130.0
5687,Ramamurthy Nagar,2,1050.0,2.0,51.66
5688,Ramamurthy Nagar,3,2316.0,3.0,125.0
5689,Ramamurthy Nagar,2,1101.0,2.0,50.0
5690,Ramamurthy Nagar,2,935.0,2.0,39.0
5691,Ramamurthy Nagar,2,1200.0,2.0,68.0
5692,Rayasandra,2,1065.0,2.0,44.95
5693,Rayasandra,3,1708.0,3.0,75.0
5694,Rayasandra,3,1577.0,3.0,67.0
5695,Rayasandra,2,1253.0,2.0,57.0
5696,Rayasandra,1,583.0,1.0,26.9
5697,Rayasandra,2,1198.0,2.0,54.0
5698,Rayasandra,3,1601.0,3.0,70.0
5699,Rayasandra,4,1708.0,3.0,76.0
5700,Rayasandra,1,470.0,1.0,21.0
5701,Rayasandra,3,1357.0,2.0,59.0
5702,Sahakara Nagar,4,2830.0,3.0,195.0
5703,Sahakara Nagar,3,1500.0,2.0,95.0
5704,Sahakara Nagar,2,1100.0,2.0,56.0
5705,Sahakara Nagar,3,1100.0,2.0,75.0
5706,Sahakara Nagar,3,1655.0,3.0,115.0
5707,Sahakara Nagar,2,1150.0,2.0,54.0
5708,Sahakara Nagar,2,1270.0,2.0,69.85
5709,Sahakara Nagar,2,960.0,2.0,56.0
5710,Sahakara Nagar,2,1048.0,2.0,50.0
5711,Sahakara Nagar,2,1160.0,2.0,55.0
5712,Sahakara Nagar,3,1200.0,2.0,75.0
5713,Sahakara Nagar,2,1100.0,2.0,55.0
5714,Sahakara Nagar,2,1000.0,2.0,60.0
5715,Sahakara Nagar,3,1370.0,2.0,90.0
5716,Sahakara Nagar,2,1100.0,2.0,55.0
5717,Sahakara Nagar,3,1100.0,2.0,75.0
5718,Sahakara Nagar,2,1180.0,2.0,72.0
5719,Sahakara Nagar,2,1200.0,2.0,60.0
5720,Sahakara Nagar,2,1201.0,2.0,80.0
5721,Sahakara Nagar,2,1291.0,2.0,72.3
5722,Sanjay nagar,2,1000.0,2.0,70.0
5723,Sanjay nagar,2,1150.0,2.0,72.2
5724,Sanjay nagar,2,630.0,1.0,35.0
5725,Sanjay nagar,5,3300.0,3.0,250.0
5726,Sanjay nagar,2,1575.0,2.0,90.0
5727,Sanjay nagar,3,1200.0,2.0,76.0
5728,Sanjay nagar,2,960.0,2.0,55.0
5729,Sanjay nagar,2,1050.0,2.0,59.0
5730,Sanjay nagar,2,1150.0,2.0,70.0
5731,Sanjay nagar,2,1180.0,2.0,80.0
5732,Sarakki Nagar,3,2121.0,4.0,253.0
5733,Sarakki Nagar,3,2289.0,3.0,260.0
5734,Sarakki Nagar,3,1200.0,3.0,128.0
5735,Sarakki Nagar,4,3131.0,4.0,349.0
5736,Sarakki Nagar,4,3126.0,5.0,345.0
5737,Sarakki Nagar,4,3124.0,6.0,349.0
5738,Sarjapur,3,1600.0,3.0,75.0
5739,Sarjapur,2,1242.5,2.0,43.49
5740,Sarjapur,2,913.0,2.0,32.0
5741,Sarjapur,2,1185.0,2.0,47.0
5742,Sarjapur,3,900.0,2.0,42.0
5743,Sarjapur,2,1020.0,2.0,35.0
5744,Sarjapur,2,1195.0,2.0,42.0
5745,Sarjapur,2,1240.0,2.0,44.0
5746,Sarjapur,4,1550.0,2.0,65.0
5747,Sarjapur,2,950.0,2.0,32.5
5748,Sarjapur,3,1525.0,2.0,48.0
5749,Sarjapur,4,3190.0,3.0,160.0
5750,Sarjapur,2,1215.0,2.0,40.0
5751,Sarjapur,4,2540.0,4.0,115.0
5752,Sarjapur,2,1000.0,2.0,30.0
5753,Sarjapur,2,1157.0,2.0,40.0
5754,Sarjapur,3,2020.0,3.0,85.0
5755,Sarjapur,4,1917.0,3.0,60.0
5756,Sarjapur,2,1240.0,2.0,44.3
5757,Sarjapur,1,625.0,1.0,19.0
5758,Sarjapur,2,913.0,2.0,36.0
5759,Sarjapur,3,1404.0,2.0,53.35
5760,Sarjapur,3,1830.0,3.0,88.0
5761,Sarjapur,3,1364.0,2.0,56.0
5762,Sarjapur,2,1044.0,2.0,32.0
5763,Sarjapur,1,650.0,1.0,19.87
5764,Sarjapur,2,1175.0,2.0,42.0
5765,Sarjapur,2,1240.0,2.0,43.1
5766,Sarjapur,3,1170.0,2.0,35.41
5767,Sarjapur,2,1032.0,2.0,42.0
5768,Sarjapur,4,2302.5,2.0,80.59
5769,Sarjapur,2,1044.0,2.0,34.0
5770,Sarjapur,2,900.0,2.0,27.98
5771,Sarjapur,4,2970.0,3.0,130.0
5772,Sarjapur,2,850.0,2.0,32.0
5773,Sarjapur,2,1175.0,2.0,41.68
5774,Sarjapur,3,1575.0,3.0,55.0
5775,Sarjapur,2,920.0,2.0,33.0
5776,Sarjapur,3,1445.0,3.0,50.0
5777,Sarjapur,2,1150.0,2.0,41.0
5778,Sarjapur,2,1200.0,2.0,42.6
5779,Sarjapur,3,1333.0,3.0,50.0
5780,Sarjapur,2,1044.0,2.0,36.0
5781,Sarjapur,2,950.0,2.0,35.0
5782,Sarjapur,4,2585.5,4.0,115.0
5783,Sarjapur,3,2172.0,3.0,100.0
5784,Sarjapur,3,1525.0,2.0,68.0
5785,Sarjapur,2,1095.0,2.0,45.0
5786,Sarjapur,3,1425.0,3.0,57.0
5787,Sarjapur  Road,3,2497.0,3.0,140.0
5788,Sarjapur  Road,3,1787.0,3.0,98.29
5789,Sarjapur  Road,3,1787.0,3.0,125.0
5790,Sarjapur  Road,2,1035.0,2.0,49.2
5791,Sarjapur  Road,4,1863.0,3.0,104.0
5792,Sarjapur  Road,2,1000.0,2.0,67.0
5793,Sarjapur  Road,2,1346.0,2.0,74.03
5794,Sarjapur  Road,2,1195.0,2.0,70.0
5795,Sarjapur  Road,3,1550.0,3.0,100.0
5796,Sarjapur  Road,3,1600.0,3.0,86.0
5797,Sarjapur  Road,3,2100.0,3.0,125.0
5798,Sarjapur  Road,2,1210.0,2.0,58.0
5799,Sarjapur  Road,3,1691.0,3.0,113.0
5800,Sarjapur  Road,3,2238.0,3.0,140.0
5801,Sarjapur  Road,3,1800.0,3.0,110.0
5802,Sarjapur  Road,2,1128.0,2.0,59.0
5803,Sarjapur  Road,3,1700.0,3.0,110.0
5804,Sarjapur  Road,3,1157.0,2.0,75.0
5805,Sarjapur  Road,2,1282.0,2.0,72.0
5806,Sarjapur  Road,4,3430.0,6.0,228.5
5807,Sarjapur  Road,2,1050.0,2.0,62.0
5808,Sarjapur  Road,3,1929.0,4.0,103.0
5809,Sarjapur  Road,2,1155.0,2.0,58.0
5810,Sarjapur  Road,3,1819.0,3.0,100.0
5811,Sarjapur  Road,3,1845.0,4.0,110.0
5812,Sarjapur  Road,2,1233.0,2.0,77.65
5813,Sarjapur  Road,4,4395.0,4.0,242.0
5814,Sarjapur  Road,3,1680.0,3.0,112.0
5815,Sarjapur  Road,3,1220.0,3.0,58.0
5816,Sarjapur  Road,2,1311.0,2.0,78.0
5817,Sarjapur  Road,3,1157.0,2.0,75.0
5818,Sarjapur  Road,2,1145.0,2.0,75.0
5819,Sarjapur  Road,3,1300.0,2.0,70.0
5820,Sarjapur  Road,3,1725.0,3.0,90.0
5821,Sarjapur  Road,3,1476.0,2.0,98.94
5822,Sarjapur  Road,2,1084.0,2.0,55.0
5823,Sarjapur  Road,3,1220.0,3.0,62.0
5824,Sarjapur  Road,3,1750.0,3.0,110.0
5825,Sarjapur  Road,3,1888.0,4.0,95.0
5826,Sarjapur  Road,3,1200.0,3.0,70.0
5827,Sarjapur  Road,5,5965.0,5.0,385.0
5828,Sarjapur  Road,1,685.0,1.0,40.0
5829,Sarjapur  Road,2,1241.0,2.0,82.0
5830,Sarjapur  Road,2,984.0,2.0,45.91
5831,Sarjapur  Road,2,1400.0,2.0,68.0
5832,Sarjapur  Road,1,835.0,1.0,46.95
5833,Sarjapur  Road,2,1280.0,2.0,76.0
5834,Sarjapur  Road,2,1263.0,2.0,78.0
5835,Sarjapur  Road,3,1691.0,3.0,98.0
5836,Sarjapur  Road,2,1308.0,2.0,83.0
5837,Sarjapur  Road,3,1592.0,3.0,91.0
5838,Sarjapur  Road,2,1150.0,2.0,77.0
5839,Sarjapur  Road,3,1965.0,3.0,120.0
5840,Sarjapur  Road,2,985.0,2.0,49.0
5841,Sarjapur  Road,2,1418.0,2.0,78.0
5842,Sarjapur  Road,2,1115.0,2.0,60.0
5843,Sarjapur  Road,3,1525.0,2.0,87.0
5844,Sarjapur  Road,2,1346.0,2.0,71.32
5845,Sarjapur  Road,3,1750.0,3.0,99.0
5846,Sarjapur  Road,2,1145.0,2.0,62.0
5847,Sarjapur  Road,3,1500.0,3.0,88.0
5848,Sarjapur  Road,2,1067.0,2.0,60.0
5849,Sarjapur  Road,3,1700.0,3.0,95.0
5850,Sarjapur  Road,2,1230.0,2.0,65.0
5851,Sarjapur  Road,3,1939.0,3.0,98.0
5852,Sarjapur  Road,3,2556.0,3.0,169.0
5853,Sarjapur  Road,2,984.0,2.0,45.91
5854,Sarjapur  Road,3,1755.0,3.0,122.0
5855,Sarjapur  Road,3,1700.0,3.0,93.5
5856,Sarjapur  Road,2,1060.0,2.0,55.0
5857,Sarjapur  Road,3,1455.0,2.0,98.0
5858,Sarjapur  Road,3,1220.0,3.0,58.0
5859,Sarjapur  Road,3,1660.0,2.0,116.0
5860,Sarjapur  Road,3,1700.0,3.0,108.0
5861,Sarjapur  Road,3,1539.0,3.0,85.0
5862,Sarjapur  Road,3,1489.0,2.0,82.0
5863,Sarjapur  Road,2,1200.0,2.0,75.0
5864,Sarjapur  Road,3,3044.0,3.0,183.0
5865,Sarjapur  Road,3,1163.0,2.0,62.0
5866,Sarjapur  Road,3,3004.0,4.0,158.0
5867,Sarjapur  Road,2,1229.0,2.0,70.0
5868,Sarjapur  Road,2,1342.0,2.0,70.0
5869,Sarjapur  Road,3,1711.0,3.0,110.0
5870,Sarjapur  Road,3,1220.0,3.0,57.0
5871,Sarjapur  Road,2,1050.0,2.0,63.5
5872,Sarjapur  Road,2,1035.0,2.0,49.0
5873,Sarjapur  Road,3,1457.0,3.0,85.0
5874,Sarjapur  Road,2,1350.0,2.0,68.0
5875,Sarjapur  Road,3,1200.0,3.0,70.0
5876,Sarjapur  Road,3,1157.0,2.0,53.99
5877,Sarjapur  Road,3,1700.0,3.0,79.9
5878,Sarjapur  Road,2,984.0,2.0,55.0
5879,Sarjapur  Road,4,1864.0,3.0,105.0
5880,Sarjapur  Road,3,1157.0,2.0,57.84
5881,Sarjapur  Road,3,1773.5,2.0,85.125
5882,Sarjapur  Road,4,1800.0,3.0,90.0
5883,Sarjapur  Road,5,7800.0,6.0,385.0
5884,Sarjapur  Road,3,1550.0,2.0,89.0
5885,Sarjapur  Road,3,1691.0,3.0,113.0
5886,Sarjapur  Road,3,1435.0,3.0,90.0
5887,Sarjapur  Road,2,1262.0,2.0,67.0
5888,Sarjapur  Road,3,1826.0,3.0,125.0
5889,Sarjapur  Road,3,1660.0,3.0,116.0
5890,Sarjapur  Road,2,1060.0,2.0,50.0
5891,Sarjapur  Road,3,1830.0,3.0,119.0
5892,Sarjapur  Road,2,984.0,2.0,45.91
5893,Sarjapur  Road,3,1929.0,4.0,101.0
5894,Sarjapur  Road,2,1059.0,2.0,68.0
5895,Sarjapur  Road,3,1157.0,2.0,74.0
5896,Sarjapur  Road,3,1700.0,3.0,118.0
5897,Sarjapur  Road,3,1929.0,3.0,103.0
5898,Sarjapur  Road,2,1308.0,2.0,75.0
5899,Sarjapur  Road,3,1797.0,4.0,95.0
5900,Sarjapur  Road,3,1763.25,3.0,98.0
5901,Sarjapur  Road,3,1550.0,2.0,98.0
5902,Sarjapur  Road,3,1450.0,2.0,75.0
5903,Sarjapur  Road,3,1819.0,3.0,100.0
5904,Sarjapur  Road,2,984.0,2.0,59.0
5905,Sarjapur  Road,3,1489.0,3.0,88.0
5906,Sarjapur  Road,2,1242.0,2.0,75.0
5907,Sarjapur  Road,3,2100.0,3.0,135.0
5908,Sarjapur  Road,3,1700.0,3.0,93.5
5909,Sarjapur  Road,3,1862.0,4.0,110.0
5910,Sarjapur  Road,3,1787.0,3.0,116.0
5911,Sarjapur  Road,3,1691.0,3.0,93.01
5912,Sarjapur  Road,2,1028.0,2.0,56.0
5913,Sarjapur  Road,4,4395.0,4.0,242.0
5914,Sarjapur  Road,3,1181.0,2.0,65.0
5915,Sarjapur  Road,3,1691.0,3.0,100.0
5916,Sarjapur  Road,2,1026.0,2.0,60.55
5917,Sarjapur  Road,2,1350.0,2.0,85.0
5918,Sarjapur  Road,3,1157.0,2.0,72.0
5919,Sarjapur  Road,2,1019.0,2.0,62.0
5920,Sarjapur  Road,4,3418.0,3.0,235.0
5921,Sarjapur  Road,2,1130.0,2.0,55.0
5922,Sarjapur  Road,2,1346.0,2.0,67.38
5923,Sarjapur  Road,4,3418.0,2.0,222.0
5924,Sarjapur  Road,2,984.0,2.0,45.91
5925,Sarjapur  Road,3,1773.5,2.0,102.92
5926,Sarjapur  Road,2,1346.0,2.0,74.03
5927,Sarjapur  Road,3,1222.0,2.0,68.0
